"Alcachofa", 161.94, 270
"Palta", 464.92, 520
"Batata", 18.08, 1160
"Mandarina", 18.58, 900
"Repollo", 5.77, 574
"Papa", 13.28, 1090
"Zuccini", 70.68, 528
"Berenjena", 47.04, 666
"Papa", 12.73, 1000
"Naranja", 8.69, 1180
"Zuccini", 95.18, 576
"Naranja", 18.04, 1010
"Zuccini", 70.53, 534
"Uva", 730.05, 270
"Palta", 495.37, 490
"Pera", 155.11, 1170
"Melon", 74.06, 432
"Lechuga", 39.62, 810
"TomCherry", 545.72, 168
"Apio", 57.04, 291
"Banana", 61.56, 1120
"Calabaza", 23.04, 720
"Berenjena", 69.56, 702
"Ciruela", 974.58, 810
"Kinoto", 32.83, 230
"Ajo", 871.34, 114
"Esparrago", 657.71, 218
"Lechuga", 33.60, 855
"Uva", 725.61, 252
"Coliflor", 28.18, 425
"Mandarina", 10.50, 950
"Acelga", 28.28, 792
"Cebolla", 65.09, 704
"Esparrago", 627.52, 182
"Ciruela", 973.41, 720
"Durazno", 160.73, 736
"Ajo", 893.09, 119
"Lima", 1255.22, 172
"Tomate", 735.72, 837
"Coliflor", 37.52, 525
"Esparrago", 647.63, 216
"Zuccini", 86.68, 576
"Naranja", 20.23, 1050
"Brocoli", 330.72, 424
"Palta", 1128.49, 420
"Champignon", 3642.90, 87
"Cereza", 1041.51, 180
"Champignon", 3638.08, 117
"Zuccini", 77.64, 630
"Durazno", 270.17, 712
"Manzana", 136.64, 820
"Coliflor", 22.36, 465
"Rabanito", 200.94, 348
"Zanahoria", 33.31, 504
"Durazno", 261.99, 896
"Papa", 23.22, 1200
"Uva", 695.31, 303
"Palta", 1125.49, 444
"Naranja", 14.29, 1150
"Zanahoria", 25.22, 636
"Apio", 49.95, 333
"Brocoli", 334.77, 440
"Sandia", 54.68, 999
"Apio", 50.52, 291
"Banana", 50.34, 1030
"Zanahoria", 27.61, 564
"Lechuga", 30.71, 765
"Esparrago", 638.56, 204
"Mandarina", 12.95, 1170
"Cebolla", 65.27, 888
"Manzana", 133.73, 1040
"Banana", 63.88, 950
"Banana", 54.01, 820
"Mandarina", 13.00, 1200
"Ciruela", 958.38, 990
"Manzana", 149.11, 1030
"Manzana", 147.11, 920
"TomCherry", 538.27, 166
"Cebolla", 59.59, 752
"Berenjena", 52.55, 528
"Durazno", 156.78, 760
"Mandarina", 22.90, 850
"Banana", 55.40, 980
"Tomate", 732.15, 783
"Mandarina", 22.54, 810
"Tomate", 795.87, 1044
"Caqui", 812.07, 119
"Banana", 46.95, 890
"Esparrago", 636.62, 214
"Naranja", 12.31, 1080
"Palta", 1148.56, 476
"Higo", 2411.37, 104
"Esparrago", 626.09, 224
"Higo", 2541.04, 97
"Tomate", 732.68, 774
"Zuccini", 83.64, 552
"Cereza", 1058.09, 200
"Champignon", 3617.40, 80
"Apio", 59.77, 273
"Mandarina", 14.68, 920
"Tomate", 759.32, 918
"Naranja", 14.00, 1130
"Rabanito", 238.81, 282
"Palta", 489.50, 510
"Banana", 63.32, 1140
"Manzana", 142.24, 880
"Acelga", 19.98, 1071
"Champignon", 3619.61, 82
"Frutilla", 266.42, 354
"Repollo", 1.48, 609
"Lechuga", 35.65, 846
"Brocoli", 357.96, 444
"Alcachofa", 139.77, 303
"Durazno", 149.66, 840
"Manzana", 167.03, 950
"Coliflor", 19.75, 465
"Repollo", 1.69, 819
"TomCherry", 509.00, 240
"Lima", 1000.75, 160
"Morron", 2954.34, 684
"Naranja", 17.75, 850
"Mandarina", 25.27, 1020
"Batata", 22.54, 1170
"Batata", 17.67, 1130
"Kiwi", 451.12, 460
"Sandia", 52.92, 963
"Ciruela", 971.31, 1035
"TomCherry", 535.71, 174
"Kiwi", 425.34, 420
"Kiwi", 440.39, 460
"Sandia", 57.56, 981
"Kiwi", 431.75, 364
"Uva", 738.56, 249
"Lima", 1230.17, 214
"Manzana", 131.80, 980
"Pomelo", 43.10, 1026
"Papa", 14.55, 960
"Calabaza", 22.94, 960
"Papa", 24.71, 810
"Papa", 16.79, 840
"Cebolla", 71.43, 808
"Kiwi", 430.43, 372
"Papa", 24.64, 890
"Morron", 2919.21, 612
"Durazno", 291.40, 872
"Rabanito", 216.43, 351
"Tomate", 738.17, 936
"Limon", 351.35, 840
"Apio", 61.66, 243
"Naranja", 15.66, 1160
"Limon", 292.65, 735
"Zanahoria", 30.82, 612
"Lima", 1025.12, 170
"Zuccini", 93.30, 600
"Cebolla", 52.73, 832
"Limon", 327.81, 826
"Palta", 1158.93, 340
"Uva", 744.32, 354
"Caqui", 815.70, 115
"Tomate", 772.54, 774
"Apio", 46.14, 333
"Lechuga", 44.30, 801
"Lima", 1388.06, 176
"Kiwi", 436.56, 340
"Papa", 17.03, 1120
"Apio", 53.54, 243
"Choclo", 54.59, 324
"Lechuga", 36.56, 855
"Mandarina", 20.59, 820
"Higo", 2456.47, 111
"Rabanito", 243.62, 258
"Cereza", 1048.28, 162
"Esparrago", 641.50, 240
"Durazno", 282.07, 808
"Pepino", 28.97, 405
"Mandarina", 16.50, 970
"Acelga", 19.07, 945
"Pera", 144.58, 1020
"TomCherry", 547.53, 168
"Uva", 725.63, 240
"Brocoli", 330.10, 456
"Banana", 63.45, 1080
"Pepino", 49.51, 485
"Apio", 61.09, 306
"Rabanito", 196.17, 321
"Berenjena", 64.35, 486
"Choclo", 62.23, 291
"Tomate", 741.66, 837
"Pepino", 31.91, 540
"Zuccini", 89.48, 606
"Ciruela", 1012.14, 765
"Caqui", 840.09, 120
"Frambuesa", 2041.22, 94
"Mandarina", 16.86, 1140
"Durazno", 154.31, 760
"Batata", 14.50, 950
"Batata", 23.37, 920
"Limon", 331.38, 728
"Papa", 17.00, 1120
"Cebolla", 60.00, 888
"Esparrago", 611.03, 174
"Uva", 704.27, 330
"Sandia", 54.56, 1017
"Mandarina", 21.60, 1050
"Champignon", 3616.58, 81
"Sandia", 64.13, 828
"Pomelo", 31.48, 999
"Mandarina", 21.77, 860
"Banana", 50.03, 990
"TomCherry", 574.13, 166
"Esparrago", 610.84, 198
"TomCherry", 514.15, 204
"Higo", 2510.71, 86
"Papa", 24.06, 850
"Champignon", 3538.43, 110
"Higo", 2535.66, 107
"Frambuesa", 2043.46, 82
"Caqui", 838.16, 85
"Manzana", 125.88, 1160
"Durazno", 281.67, 680
"Rabanito", 195.36, 312
"Mandarina", 19.43, 1110
"Pomelo", 53.62, 828
"Lima", 1040.06, 184
"Zuccini", 84.42, 642
"Mandarina", 21.40, 800
"Limon", 323.32, 560
"Repollo", 7.94, 756
"Uva", 704.54, 255
"Ciruela", 949.89, 792
"Papa", 13.43, 1030
"Lima", 1348.06, 198
"Repollo", 6.81, 700
"Lima", 997.21, 168
"Caqui", 814.01, 101
"Calabaza", 17.77, 888
"Mandarina", 25.46, 950
"Lima", 1280.98, 224
"TomCherry", 481.01, 234
"Cereza", 992.68, 170
"Manzana", 109.85, 1020
"Kinoto", 28.15, 232
"Lechuga", 40.32, 864
"Lechuga", 33.29, 783
"Coliflor", 33.13, 470
"Coliflor", 29.83, 570
"Rabanito", 227.91, 315
"Kinoto", 42.94, 236
"Naranja", 21.72, 1200
"Champignon", 3553.40, 84
"Champignon", 3572.77, 111
"Naranja", 15.64, 1080
"Rabanito", 242.95, 321
"Frambuesa", 2009.88, 92
"Choclo", 53.04, 321
"Coliflor", 36.29, 475
"Tomate", 707.54, 783
"Lima", 1376.73, 162
"Caqui", 825.70, 115
"Coliflor", 26.85, 405
"Manzana", 126.34, 1010
"Cereza", 998.93, 196
"Cereza", 1041.26, 222
"Mandarina", 19.60, 970
"Higo", 2547.41, 113
"Tomate", 739.88, 864
"Naranja", 25.70, 1180
"Ajo", 936.06, 89
"Palta", 1152.48, 476
"Morron", 2983.31, 492
"Tomate", 777.45, 792
"Limon", 341.65, 672
"Frambuesa", 2057.31, 115
"Zanahoria", 30.41, 636
"Durazno", 150.72, 808
"Sandia", 60.91, 729
"Acelga", 25.41, 1044
"Banana", 62.58, 1100
"Pepino", 34.98, 450
"Ciruela", 958.14, 945
"Acelga", 17.69, 828
"Naranja", 10.09, 1130
"Durazno", 125.66, 784
"Coliflor", 27.21, 520
"Morron", 2905.82, 702
"Morron", 2906.17, 510
"Mandarina", 17.30, 990
"Batata", 17.68, 850
"Frutilla", 271.38, 285
"Alcachofa", 139.44, 276
"Uva", 705.68, 309
"Apio", 64.14, 360
"Naranja", 14.67, 980
"TomCherry", 523.63, 230
"Manzana", 127.00, 980
"Cebolla", 70.73, 728
"Mandarina", 35.48, 1020
"Berenjena", 59.49, 714
"Morron", 2961.81, 678
"TomCherry", 543.93, 200
"Batata", 18.21, 920
"Limon", 317.31, 658
"Kiwi", 446.02, 440
"Frambuesa", 2000.12, 95
"Alcachofa", 147.90, 306
"Uva", 759.85, 318
"Higo", 2546.61, 95
"Calabaza", 14.32, 840
"Manzana", 148.56, 890
"Esparrago", 642.69, 162
"Ajo", 917.10, 93
"Lima", 1376.13, 178
"Banana", 60.70, 1070
"Uva", 711.76, 327
"Lima", 1221.81, 182
"Ciruela", 982.83, 1035
"Naranja", 21.37, 990
"Cereza", 1069.40, 162
"Melon", 98.06, 436
"Lima", 1385.00, 222
"Choclo", 59.34, 354
"Caqui", 812.03, 115
"Zanahoria", 30.68, 684
"Batata", 19.96, 970
"Durazno", 284.13, 912
"Durazno", 289.91, 840
"Ciruela", 981.04, 972
"Durazno", 180.48, 936
"Cereza", 1015.50, 214
"Batata", 13.16, 1020
"Uva", 692.21, 291
"Sandia", 59.98, 900
"Champignon", 3683.51, 112
"Durazno", 271.66, 760
"Lima", 976.82, 200
"Palta", 488.86, 440
"Kiwi", 466.47, 368
"Pomelo", 35.66, 1026
"Frambuesa", 2042.20, 108
"Pomelo", 46.44, 765
"Berenjena", 63.28, 666
"Uva", 738.92, 273
"Ciruela", 991.77, 864
"Kiwi", 440.86, 344
"Kiwi", 424.17, 480
"Zanahoria", 30.77, 558
"Cebolla", 68.16, 648
"Esparrago", 645.41, 172
"Ciruela", 970.26, 729
"Kiwi", 422.44, 356
"Manzana", 152.52, 840
"Apio", 54.19, 291
"Kinoto", 38.77, 162
"Choclo", 59.15, 291
"Brocoli", 315.01, 320
"Caqui", 811.70, 82
"Uva", 729.03, 270
"Tomate", 742.86, 945
"Naranja", 19.06, 1100
"Manzana", 133.49, 1010
"Apio", 53.45, 327
"Cereza", 1031.41, 210
"Champignon", 3615.15, 101
"Repollo", 6.65, 777
"Sandia", 52.52, 729
"Kinoto", 28.12, 222
"Mandarina", 9.80, 850
"Lima", 1251.22, 212
"Apio", 63.60, 300
"Frutilla", 280.51, 249
"Papa", 19.57, 990
"Frutilla", 284.37, 240
"Batata", 22.15, 1090
"Pera", 158.45, 810
"Coliflor", 27.39, 410
"Uva", 677.86, 330
"Mandarina", 23.37, 800
"Higo", 2452.08, 97
"Higo", 2539.18, 116
"Tomate", 738.59, 999
"Esparrago", 651.78, 194
"Melon", 101.38, 384
"Mandarina", 30.78, 920
"Naranja", 10.61, 890
"Kiwi", 430.15, 380
"Durazno", 157.11, 688
"Apio", 61.93, 264
"Kinoto", 31.46, 174
"Melon", 101.47, 340
"Pepino", 40.42, 485
"Naranja", 15.13, 960
"Durazno", 156.11, 768
"Uva", 717.05, 291
"Durazno", 171.89, 960
"Caqui", 815.07, 106
"Frutilla", 287.67, 285
"Melon", 101.53, 420
"Calabaza", 8.53, 792
"Lima", 1238.76, 218
"Frutilla", 311.97, 285
"Higo", 2550.85, 106
"Repollo", 3.02, 742
"Pera", 142.54, 800
"Pepino", 27.40, 450
"Durazno", 158.34, 720
"Melon", 97.96, 424
"Durazno", 158.69, 720
"Champignon", 3601.06, 111
"TomCherry", 544.29, 172
"Mandarina", 21.78, 830
"Sandia", 62.70, 1017
"Lima", 1419.82, 228
"Lima", 1393.57, 178
"Lima", 1347.77, 174
"Calabaza", 22.03, 872
"Durazno", 164.09, 848
"Pomelo", 37.18, 972
"Durazno", 166.00, 792
"Champignon", 3572.56, 114
"Champignon", 3541.79, 107
"Durazno", 304.84, 768
"Calabaza", 16.57, 656
"Palta", 492.15, 540
"Zuccini", 68.40, 558
"Berenjena", 48.76, 690
"Brocoli", 356.86, 480
"Ciruela", 968.33, 891
"Lima", 975.54, 160
"Zanahoria", 27.32, 636
"Mandarina", 23.15, 1140
"Lima", 1245.84, 238
"Lima", 1217.86, 162
"Uva", 679.19, 252
"Berenjena", 45.66, 558
"Banana", 68.42, 940
"Apio", 54.00, 294
"Durazno", 145.34, 800
"Mandarina", 21.34, 890
"TomCherry", 575.41, 200
"Ciruela", 1002.41, 1026
"Repollo", 5.06, 658
"Higo", 2551.55, 108
"Palta", 1140.57, 428
"Melon", 118.68, 416
"Choclo", 56.91, 255
"TomCherry", 564.74, 178
"Frambuesa", 2070.64, 94
"Kinoto", 33.71, 218
"Lima", 1075.52, 208
"Repollo", 6.87, 826
"Lechuga", 43.46, 1080
"Lechuga", 40.29, 927
"Berenjena", 70.30, 720
"Ajo", 921.59, 113
"Lima", 1241.51, 222
"Acelga", 16.63, 945
"Naranja", 17.40, 960
"Kiwi", 456.41, 360
"Zanahoria", 35.76, 486
"Manzana", 122.64, 1020
"Ciruela", 981.34, 810
"Pera", 145.09, 850
"Apio", 50.63, 303
"Naranja", 19.68, 1010
"Zanahoria", 30.81, 612
"Pera", 137.82, 1100
"Naranja", 24.31, 1040
"Frambuesa", 1947.38, 96
"Ajo", 813.21, 84
"Lechuga", 45.37, 1044
"Durazno", 151.95, 760
"Brocoli", 360.12, 456
"Frutilla", 312.59, 273
"Rabanito", 224.42, 273
"Brocoli", 365.21, 428
"Naranja", 12.68, 1120
"TomCherry", 538.28, 234
"Lima", 1161.64, 186
"Banana", 57.47, 980
"Melon", 96.79, 388
"Manzana", 160.39, 950
"Kinoto", 42.75, 172
"Kiwi", 442.37, 324
"Durazno", 318.70, 752
"Champignon", 3482.01, 118
"Palta", 484.99, 525
"Calabaza", 24.10, 936
"Frambuesa", 2011.71, 84
"Durazno", 151.58, 888
"Repollo", 7.37, 721
"Coliflor", 35.84, 490
"Papa", 23.21, 1180
"Choclo", 46.57, 336
"Lima", 1358.57, 210
"Kinoto", 38.55, 184
"Limon", 313.89, 602
"Coliflor", 23.87, 560
"Durazno", 173.10, 696
"Apio", 58.81, 309
"Rabanito", 228.20, 354
"Mandarina", 17.73, 890
"Lima", 1043.53, 166
"Limon", 329.37, 805
"Pera", 151.02, 1070
"Mandarina", 19.58, 1050
"Alcachofa", 146.53, 351
"Higo", 2548.47, 118
"Champignon", 3538.10, 95
"Higo", 2530.49, 91
"Mandarina", 25.54, 1150
"Rabanito", 222.28, 303
"Mandarina", 16.66, 860
"Palta", 1144.97, 344
"Pepino", 35.19, 455
"Caqui", 849.52, 102
"Zuccini", 74.27, 612
"Kiwi", 450.13, 400
"Rabanito", 220.54, 264
"Durazno", 163.89, 664
"Palta", 1163.26, 460
"Frambuesa", 2090.01, 119
"Esparrago", 629.81, 192
"Papa", 19.05, 820
"Tomate", 754.63, 936
"Sandia", 59.95, 900
"Batata", 24.78, 920
"Pepino", 41.29, 560
"Limon", 330.80, 574
"Durazno", 155.98, 880
"Lima", 999.70, 216
"Pomelo", 41.88, 918
"Mandarina", 13.62, 1050
"Brocoli", 339.20, 356
"Higo", 2506.71, 94
"Palta", 472.64, 530
"Zanahoria", 38.50, 702
"Mandarina", 21.97, 830
"Batata", 15.05, 970
"Papa", 12.38, 1050
"Naranja", 14.98, 850
"Brocoli", 339.48, 472
"Sandia", 67.28, 1080
"Uva", 729.57, 249
"Apio", 54.74, 354
"Naranja", 10.91, 940
"Zanahoria", 41.04, 642
"Repollo", 6.97, 700
"Coliflor", 30.65, 430
"Batata", 25.59, 970
"Alcachofa", 138.28, 270
"Pepino", 30.74, 520
"Champignon", 3654.18, 95
"Lechuga", 41.96, 927
"Durazno", 165.30, 712
"Lima", 1408.78, 206
"Higo", 2431.16, 110
"Mandarina", 19.40, 1200
"Manzana", 157.09, 1190
"Batata", 25.49, 1030
"Ciruela", 953.18, 1080
"Banana", 63.11, 800
"Melon", 88.61, 472
"Limon", 372.92, 700
"Lechuga", 34.88, 864
"Uva", 749.37, 297
"Caqui", 807.40, 117
"Apio", 62.17, 351
"Caqui", 850.65, 116
"Uva", 702.11, 255
"Alcachofa", 154.51, 255
"Esparrago", 604.46, 236
"Frutilla", 276.52, 285
"Morron", 2937.13, 504
"Mandarina", 9.59, 1120
"Frutilla", 303.34, 273
"TomCherry", 555.71, 188
"Caqui", 859.25, 94
"Zanahoria", 33.36, 564
"Tomate", 732.94, 1017
"Sandia", 48.94, 873
"Banana", 74.66, 820
"Acelga", 20.64, 900
"Pera", 150.56, 860
"Durazno", 140.12, 768
"Banana", 54.09, 930
"Choclo", 59.14, 351
"Berenjena", 66.54, 666
"Choclo", 53.45, 264
"Berenjena", 51.22, 528
"Naranja", 17.06, 1160
"Palta", 1145.74, 424
"Lima", 1195.65, 200
"Champignon", 3712.73, 106
"Pepino", 29.09, 590
"Choclo", 62.60, 342
"Banana", 65.56, 1180
"Cebolla", 71.16, 944
"Kinoto", 31.05, 170
"Mandarina", 14.31, 860
"Mandarina", 23.06, 830
"Zanahoria", 28.85, 480
"Lechuga", 33.91, 1035
"Limon", 312.03, 665
"Lima", 1404.94, 184
"Caqui", 807.71, 111
"Acelga", 27.50, 1035
"Lima", 1401.25, 198
"Champignon", 3607.02, 85
"Pepino", 44.32, 525
"Higo", 2596.23, 93
"Tomate", 778.02, 891
"Alcachofa", 145.93, 336
"Banana", 62.99, 830
"Durazno", 255.26, 936
"Coliflor", 40.27, 470
"Lima", 1398.07, 212
"Brocoli", 380.92, 416
"Choclo", 64.57, 360
"Naranja", 16.29, 810
"Alcachofa", 152.93, 249
"Lima", 1047.27, 212
"Coliflor", 26.78, 400
"Lima", 1385.21, 198
"Morron", 2986.33, 570
"Melon", 105.47, 436
"Ajo", 866.71, 96
"Mandarina", 16.11, 990
"Lima", 1011.14, 224
"Lima", 1402.58, 228
"Lima", 1032.90, 212
"Uva", 713.25, 312
"Kinoto", 45.41, 230
"Zanahoria", 36.17, 510
"Higo", 2469.29, 98
"Zanahoria", 24.39, 498
"Sandia", 58.51, 972
"Lima", 1440.02, 162
"Palta", 451.51, 595
"Cereza", 1033.60, 218
"Lima", 1389.99, 186
"Cebolla", 58.64, 744
"Naranja", 16.85, 1040
"Mandarina", 10.30, 970
"Palta", 1157.52, 428
"Pepino", 42.76, 455
"Limon", 300.75, 784
"Apio", 52.26, 243
"Ajo", 949.34, 102
"Repollo", 7.15, 672
"Kinoto", 37.00, 230
"Morron", 3036.47, 498
"Apio", 46.15, 279
"Kiwi", 472.48, 468
"Lima", 1058.86, 188
"Acelga", 26.98, 1071
"Cereza", 1027.22, 162
"Pepino", 38.70, 460
"Kiwi", 412.90, 472
"Manzana", 136.40, 1100
"Lima", 1200.55, 204
"Zanahoria", 31.05, 540
"Naranja", 17.19, 1190
"Papa", 14.63, 1000
"Naranja", 7.70, 1120
"Papa", 12.03, 860
"Durazno", 312.48, 920
"Ajo", 911.18, 98
"Apio", 49.38, 240
"Cereza", 1094.55, 166
"TomCherry", 555.45, 166
"Frambuesa", 2119.53, 115
"Pera", 167.96, 830
"Rabanito", 233.39, 339
"Frambuesa", 2111.54, 102
"Repollo", 7.49, 756
"Frambuesa", 2064.79, 118
"Melon", 112.68, 392
"Rabanito", 212.41, 315
"Caqui", 884.38, 94
"Apio", 62.86, 267
"Durazno", 143.69, 744
"Durazno", 147.75, 824
"Manzana", 139.11, 850
"Calabaza", 20.50, 640
"Esparrago", 619.20, 168
"Frambuesa", 2042.75, 96
"Frambuesa", 2094.50, 90
"Palta", 1140.39, 332
"Frutilla", 285.06, 243
"Naranja", 15.41, 1190
"Coliflor", 22.65, 510
"Ciruela", 934.70, 918
